Installed Packages
cairo-gobject.x86_64                              1.16.0-6.fc30                         @updates                                 
cairomm.x86_64                                    1.12.0-10.fc30                        @anaconda                                
capstone.x86_64                                   4.0.1-3.fc30                          @anaconda                                
cdparanoia-libs.i686                              10.2-29.fc30                          @fedora                                  
cdparanoia-libs.x86_64                            10.2-29.fc30                          @anaconda                                
checkpolicy.x86_64                                2.9-1.fc30                            @anaconda                                
cheese.x86_64                                     2:3.32.1-1.fc30                       @anaconda                                
cheese-libs.x86_64                                2:3.32.1-1.fc30                       @anaconda                                
chkconfig.x86_64                                  1.11-4.fc30                           @anaconda                                
chmlib.x86_64                                     0.40-20.fc30                          @updates                                 
chrome-gnome-shell.x86_64                         10.1-4.fc30                           @anaconda                                
chromedriver.x86_64                               81.0.4044.138-1.fc30                  @updates                                 
chromium.x86_64                                   81.0.4044.138-1.fc30                  @updates                                 
chromium-common.x86_64                            81.0.4044.138-1.fc30                  @updates                                 
chrony.x86_64                                     3.5-1.fc30                            @updates                                 
cifs-utils.x86_64                                 6.9-1.fc30                            @updates                                 
clang-libs.x86_64                                 8.0.0-3.fc30                          @updates                                 
cldr-emoji-annotation.noarch                      36.12.120191002_0-1.fc30              @updates                                 
clucene-contribs-lib.x86_64                       2.3.3.4-34.20130812.e8e3d20git.fc30   @anaconda                                
clucene-core.x86_64                               2.3.3.4-34.20130812.e8e3d20git.fc30   @anaconda                                
clutter.x86_64                                    1.26.2-8.fc30                         @anaconda                                
clutter-gst3.x86_64                               3.0.27-1.fc30                         @anaconda                                
clutter-gtk.x86_64                                1.8.4-5.fc30                          @anaconda                                
cogl.x86_64                                       1.22.4-1.fc30                         @updates                                 
color-filesystem.noarch                           1-22.fc30                             @anaconda                                
colord.x86_64                                     1.4.4-1.fc30                          @anaconda                                
colord-gtk.x86_64                                 0.1.26-11.fc30                        @anaconda                                
colord-libs.x86_64                                1.4.4-1.fc30                          @anaconda                                
community-mysql-common.x86_64                     8.0.20-1.fc30                         @updates                                 
community-mysql-libs.x86_64                       8.0.20-1.fc30                         @updates                                 
compiler-rt.x86_64                                8.0.0-1.fc30                          @fedora                                  
composer.noarch                                   1.10.6-1.fc30                         @updates                                 
comps-extras.noarch                               24-5.fc30                             @anaconda                                
copy-jdk-configs.noarch                           3.7-3.fc30                            @anaconda                                
coreutils.x86_64                                  8.31-6.fc30                           @updates                                 
coreutils-common.x86_64                           8.31-6.fc30                           @updates                                 
corosynclib.x86_64                                3.0.4-1.fc30                          @updates                                 
cpio.x86_64                                       2.12-10.fc30                          @anaconda                                
cpp.x86_64                                        9.3.1-2.fc30                          @updates                                 
cracklib.x86_64                                   2.9.6-19.fc30                         @anaconda                                
cracklib-dicts.x86_64                             2.9.6-19.fc30                         @anaconda                                
createrepo_c.x86_64                               0.15.5-1.fc30                         @updates                                 
createrepo_c-libs.x86_64                          0.15.5-1.fc30                         @updates                                 
cronie.x86_64                                     1.5.4-1.fc30                          @koji-override-0                         
cronie-anacron.x86_64                             1.5.4-1.fc30                          @koji-override-0                         
crontabs.noarch                                   1.11-18.20150630git.fc30              @anaconda                                
crypto-policies.noarch                            20190527-1.git0b3add8.fc30            @updates                                 
cryptsetup.x86_64                                 2.3.0-1.fc30                          @updates                                 
cryptsetup-libs.x86_64                            2.3.0-1.fc30                          @updates                                 
ctags.x86_64                                      5.8-25.fc30                           @anaconda                                
cups.x86_64                                       1:2.2.12-8.fc30                       @updates                                 
cups-client.x86_64                                1:2.2.12-8.fc30                       @updates                                 
cups-filesystem.noarch                            1:2.2.12-8.fc30                       @updates                                 
cups-filters.x86_64                               1.27.4-1.fc30                         @updates                                 
cups-filters-libs.x86_64                          1.27.4-1.fc30                         @updates                                 
cups-ipptool.x86_64                               1:2.2.12-8.fc30                       @updates                                 
cups-libs.i686                                    1:2.2.12-8.fc30                       @updates                                 
cups-libs.x86_64                                  1:2.2.12-8.fc30                       @updates                                 
cups-pk-helper.x86_64                             0.2.6-7.fc30                          @anaconda                                
curl.x86_64                                       7.65.3-4.fc30                         @updates                                 
curlpp.x86_64                                     0.8.1-8.fc30                          @fedora                                  
curlpp-devel.x86_64                               0.8.1-8.fc30                          @fedora                                  
cyrus-sasl.x86_64                                 2.1.27-0.6rc7.fc30                    @anaconda                                
cyrus-sasl-gssapi.x86_64                          2.1.27-0.6rc7.fc30                    @anaconda                                
cyrus-sasl-lib.i686                               2.1.27-0.6rc7.fc30                    @fedora                                  
cyrus-sasl-lib.x86_64                             2.1.27-0.6rc7.fc30                    @anaconda                                
cyrus-sasl-plain.x86_64                           2.1.27-0.6rc7.fc30                    @anaconda                                
daxctl-libs.x86_64                                68-1.fc30                             @updates                                 
dbus.x86_64                                       1:1.12.16-1.fc30                      @updates                                 
dbus-broker.x86_64                                21-3.fc30                             @updates                                 
dbus-common.noarch                                1:1.12.16-1.fc30                      @updates                                 
dbus-daemon.x86_64                                1:1.12.16-1.fc30                      @updates                                 
dbus-glib.i686                                    0.110-5.fc30                          @updates                                 
dbus-glib.x86_64                                  0.110-5.fc30                          @updates                                 
dbus-libs.i686                                    1:1.12.16-1.fc30                      @updates                                 
dbus-libs.x86_64                                  1:1.12.16-1.fc30                      @updates                                 
dbus-tools.x86_64                                 1:1.12.16-1.fc30                      @updates                                 
dbusmenu-qt.x86_64                                0.9.3-0.21.20160218.fc30              @updates                                 
dbusmenu-qt5.x86_64                               0.9.3-0.21.20160218.fc30              @updates                                 
dbxtool.x86_64                                    8-9.fc30                              @anaconda                                
dconf.x86_64                                      0.32.0-1.fc30                         @anaconda                                
dejavu-fonts-common.noarch                        2.37-1.fc30                           @anaconda                                
dejavu-sans-fonts.noarch                          2.37-1.fc30                           @anaconda                                
dejavu-sans-mono-fonts.noarch                     2.37-1.fc30                           @anaconda                                
dejavu-serif-fonts.noarch                         2.37-1.fc30                           @anaconda                                
deltarpm.x86_64                                   3.6-29.fc30                           @anaconda                                
desktop-backgrounds-gnome.noarch                  30.0.0-2.fc30                         @anaconda                                
desktop-file-utils.x86_64                         0.23-10.fc30                          @anaconda                                
device-mapper.x86_64                              1.02.154-3.fc30                       @anaconda                                
device-mapper-event.x86_64                        1.02.154-3.fc30                       @anaconda                                
device-mapper-event-libs.x86_64                   1.02.154-3.fc30                       @anaconda                                
device-mapper-libs.x86_64                         1.02.154-3.fc30                       @anaconda                                
device-mapper-multipath.x86_64                    0.7.9-6.git2df6110.fc30               @anaconda                                
device-mapper-multipath-libs.x86_64               0.7.9-6.git2df6110.fc30               @anaconda                                
device-mapper-persistent-data.x86_64              0.7.6-4.fc30                          @anaconda                                
dhcp-client.x86_64                                12:4.3.6-38.fc30                      @updates                                 
dhcp-common.noarch                                12:4.3.6-38.fc30                      @updates                                 
dhcp-libs.x86_64                                  12:4.3.6-38.fc30                      @updates                                 
diffutils.x86_64                                  3.7-2.fc30                            @anaconda                                
djvulibre-libs.x86_64                             3.5.27-16.fc30                        @updates                                 
dleyna-connector-dbus.x86_64                      0.3.0-4.fc30                          @anaconda                                
dleyna-core.x86_64                                0.6.0-4.fc30                          @anaconda                                
dleyna-renderer.x86_64                            0.6.0-4.fc30                          @anaconda                                
dleyna-server.x86_64                              0.6.0-4.fc30                          @anaconda                                
dmidecode.x86_64                                  1:3.2-2.fc30                          @anaconda                                
dmraid.x86_64                                     1.0.0.rc16-41.fc30                    @anaconda                                
dmraid-events.x86_64                              1.0.0.rc16-41.fc30                    @anaconda                                
dnf.noarch                                        4.2.18-1.fc30                         @updates                                 
dnf-data.noarch                                   4.2.18-1.fc30                         @updates                                 
dnf-plugins-core.noarch                           4.0.13-1.fc30                         @updates                                 
dnf-yum.noarch                                    4.2.18-1.fc30                         @updates                                 
dnsmasq.x86_64                                    2.80-13.fc30                          @updates                                 
docbook-dtds.noarch                               1.0-72.fc30                           @fedora                                  
docbook-style-xsl.noarch                          1.79.2-9.fc30                         @fedora                                  
dos2unix.x86_64                                   7.4.0-6.fc30                          @anaconda                                
dosfstools.x86_64                                 4.1-8.fc30                            @anaconda                                
dotconf.x86_64                                    1.3-20.fc30                           @anaconda                                
dracut.x86_64                                     049-26.git20181204.fc30               @anaconda                                
dracut-config-rescue.x86_64                       049-26.git20181204.fc30               @anaconda                                
dracut-live.x86_64                                049-26.git20181204.fc30               @anaconda                                
dracut-network.x86_64                             049-26.git20181204.fc30               @anaconda                                
dracut-squash.x86_64                              049-26.git20181204.fc30               @anaconda                                
drpm.x86_64                                       0.4.1-1.fc30                          @updates                                 
dwz.x86_64                                        0.12-10.fc30                          @fedora                                  
e2fsprogs.x86_64                                  1.44.6-2.fc30                         @updates                                 
e2fsprogs-libs.x86_64                             1.44.6-2.fc30                         @updates                                 
ebook-tools-libs.x86_64                           0.2.2-14.fc30                         @fedora                                  
ebtables-compat.x86_64                            2.0.10-36.fc30                        @updates                                 
ebtables-legacy.x86_64                            2.0.10-36.fc30                        @updates                                 
ebtables-services.x86_64                          2.0.10-36.fc30                        @updates                                 
eclipse-swt.x86_64                                1:4.11-4.fc30                         @fedora                                  
editorconfig-libs.x86_64                          0.12.3-2.fc30                         @fedora                                  
edk2-ovmf.noarch                                  20190501stable-4.fc30                 @updates                                 
efi-filesystem.noarch                             4-2.fc30                              @anaconda                                
efi-srpm-macros.noarch                            4-2.fc30                              @fedora                                  
efibootmgr.x86_64                                 16-5.fc30                             @anaconda                                
efivar-libs.x86_64                                37-1.fc30                             @anaconda                                
elfutils.x86_64                                   0.179-2.fc30                          @updates                                 
elfutils-debuginfod-client.x86_64                 0.179-2.fc30                          @updates                                 
elfutils-default-yama-scope.noarch                0.179-2.fc30                          @updates                                 
elfutils-libelf.i686                              0.179-2.fc30                          @updates                                 
elfutils-libelf.x86_64                            0.179-2.fc30                          @updates                                 
elfutils-libs.x86_64                              0.179-2.fc30                          @updates                                 
emacs-filesystem.noarch                           1:26.3-1.fc30                         @updates                                 
enchant.x86_64                                    1:1.6.0-23.fc30                       @anaconda                                
enchant2.x86_64                                   2.2.8-1.fc30                          @updates                                 
environment-modules.x86_64                        4.2.4-1.fc30                          @updates                                 
eog.x86_64                                        3.32.2-1.fc30                         @updates                                 
epiphany-runtime.x86_64                           1:3.32.6-1.fc30                       @updates                                 
espeak-ng.x86_64                                  1.49.2-6.fc30                         @anaconda                                
ethtool.x86_64                                    2:5.4-1.fc30                          @updates                                 
evince.x86_64                                     3.32.1-1.fc30                         @updates                                 
evince-djvu.x86_64                                3.32.1-1.fc30                         @updates                                 
evince-libs.x86_64                                3.32.1-1.fc30                         @updates                                 
evince-nautilus.x86_64                            3.32.1-1.fc30                         @updates                                 
evolution-data-server.x86_64                      3.32.5-1.fc30                         @updates                                 
evolution-data-server-langpacks.noarch            3.32.5-1.fc30                         @updates                                 
exempi.x86_64                                     2.4.5-6.fc30                          @anaconda                                
exiv2.x86_64                                      0.27.2-1.fc30                         @updates                                 
exiv2-libs.x86_64                                 0.27.2-1.fc30                         @updates                                 
expat.i686                                        2.2.8-1.fc30                          @updates                                 
expat.x86_64                                      2.2.8-1.fc30                          @updates                                 
expat-devel.x86_64                                2.2.8-1.fc30                          @updates                                 
